销售日期,年,月,区域,城市,连锁总部,门店,商品名称,通用名,规格,生产企业,数量,单位,单价(元),金额(元),有效期
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,百乐眠胶囊,百乐眠胶囊,0.27g*56s,扬子江药业集团有限公司,1.0,盒,112.0,112.0,2026-06-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,28.0,28.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,33.0,33.0,2027-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,氯沙坦钾片（缓宁）,氯沙坦钾片（缓宁）,50mgx7片,扬子江药业集团四川海蓉药业有限公司,7.0,盒,30.0,210.0,2026-09-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,24.0,24.0,2027-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1911708954,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1916088663,格列美脲片（佑苏）,格列美脲片（佑苏）,2mgX10s,江苏扬子江药业集团广州海瑞药业有限公司,1.0,盒,12.0,12.0,2026-06-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1916088663,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1916088663,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店1927278004,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,3.0,盒,78.4,235.2,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店1927278004,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,60.0,60.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店1927278004,G0盐酸左氧氟沙星胶囊（扬子江）,,0.1g*12s,扬子江药业集团有限公司,2.0,盒,7.4,14.8,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1930234572,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-03-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2027-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,21.0,21.0,2027-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2027-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,黄芪精（供连锁）,黄芪精（供连锁）,10mlx12支,扬子江药业集团有限公司,2.0,盒,48.0,96.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,苏黄止咳胶囊,苏黄止咳胶囊,0.45gx9粒,扬子江药业集团北京海燕药业有限公司,1.0,盒,31.0,31.0,2026-01-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1943145098,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,21.0,21.0,2027-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店1955737785,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,48.0,48.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1976523563,葡萄糖酸钙锌口服溶液,葡萄糖酸钙锌口服溶液,10mlx12支,扬子江药业集团有限公司,1.0,盒,24.0,24.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店1980489015,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,3.0,盒,38.0,114.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1996810934,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,66.0,66.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1998209226,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,291.0,291.0,2026-09-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1998209226,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店1998209226,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2027576833,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,1.0,盒,98.0,98.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2027576833,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2027576833,TG2枸地氯雷他定片（贝雪）,,8.8MG*5S,扬子江药业集团广州海瑞药业有限公司,1.0,盒,60.0,60.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2027576833,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,1.0,盒,52.9,52.9,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店206189797,TG2礼-黄芪精口服液（扬子江）,,10ml*12s,扬子江药业集团有限公司,1.0,盒,25.02,25.02,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店206189797,TG1荜铃胃痛颗粒（扬子江）,,5g*9s,扬子江药业集团江苏制药股份有限公司,1.0,盒,53.6,53.6,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店206189797,G0胃苏颗粒(无糖型)（扬子江）,,5g*9s,扬子江药业集团江苏制药股份有限公,1.0,盒,21.3,21.3,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店206525237,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,31.0,31.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2103258790,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2103258790,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2103258790,枸地氯雷他定片（贝雪）,枸地氯雷他定片（贝雪）,8.8mg*5s,扬子江药业集团广州海瑞药业有限公司,1.0,盒,59.0,59.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2108705679,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,67.0,67.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2126385696,格列美脲片（佑苏）,格列美脲片（佑苏）,2mgX10s,江苏扬子江药业集团广州海瑞药业有限公司,2.0,盒,12.0,24.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2126385696,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-05-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2145987022,氨溴特罗口服溶液,氨溴特罗口服溶液,100ml*1瓶,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2025-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2155777611,TG1苏黄止咳胶囊（扬子江）,,0.45g*9s,扬子江药业集团,1.0,盒,38.0,38.0,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2156356033,TG2蓝芩口服液（浓缩型）（扬子江）,,10ml*12s,扬子江药业集团有限公司,1.0,盒,70.5,70.5,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2156356033,TG2蓝芩口服液（浓缩型）（扬子江）,,10ml*12s,扬子江药业集团有限公司,1.0,盒,70.5,70.5,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2170905658,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2170905658,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,-1.0,盒,39.0,-39.0,2027-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2170905658,荜铃胃痛颗粒,荜铃胃痛颗粒,5g*6袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,39.0,39.0,2027-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2170905658,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,1.0,盒,11.0,11.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2198362125,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,63.0,63.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2202271396,盐酸左氧氟沙星胶囊（左克）,盐酸左氧氟沙星胶囊（左克）,0.1g×12s,扬子江药业集团有限公司,1.0,盒,8.0,8.0,2027-06-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2202271396,散风通窍滴丸,散风通窍滴丸,20丸/袋*3袋,扬子江药业集团有限公司,1.0,盒,56.0,56.0,2025-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2225838135,G1蓝芩口服液（扬子江）,,10ML*9支,扬子江药业集团有限公司,2.0,盒,52.9,105.8,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部522934151,门店2225838135,TG1散风通窍滴丸（扬子江）,,20丸*5袋,扬子江药业集团有限公司,2.0,盒,78.4,156.8,1970-01-01
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店222965836,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店222965836,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,27.0,27.0,2027-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店222965836,蓝芩口服液（扬子江）,蓝芩口服液（扬子江）,每1ml相当于饮片2.12g*10ml*12支,扬子江药业集团江苏龙凤堂中药有限公司,1.0,盒,70.0,70.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2244019810,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,18.0,18.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2250128116,氯雷他定片（雪苏）（限连锁）,氯雷他定片（雪苏）（限连锁）,10mgX12片,扬子江药业集团上海海尼药业有限公司,2.0,盒,11.0,22.0,2027-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2250128116,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,3.0,盒,70.0,210.0,2026-04-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2250128116,黄芪精（精装）,黄芪精（精装）,10ml*60支,扬子江药业集团江苏龙凤堂中药有限公司,2.0,盒,250.0,500.0,2026-09-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2250128116,甲钴胺胶囊（奇信）,甲钴胺胶囊（奇信）,0.5mgx50s,扬子江药业集团南京海陵药业有限公司,1.0,盒,32.0,32.0,2026-07-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2250128116,厄贝沙坦片（科苏）,厄贝沙坦片（科苏）,75mg*24s,扬子江药业集团江苏紫龙药业有限公司,1.0,盒,17.0,17.0,2026-10-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2255250280,黄芪精（供连锁）,黄芪精（供连锁）,10mlx12支,扬子江药业集团有限公司,2.0,盒,38.0,76.0,2025-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2255250280,银杏叶片（薄膜衣）（依康宁）（OTC）,银杏叶片（薄膜衣）（依康宁）（OTC）,19.2mgx24片,扬子江药业集团有限公司,4.0,盒,31.0,124.0,2025-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2269567252,罗红霉素胶囊,罗红霉素胶囊,150mg*24s,扬子江药业集团有限公司,1.0,盒,25.0,25.0,2027-10-31
2025-03-26,2025,3,区域2548513671,,连锁总部1380472851,门店2272493417,(G)(扬子江)(护佑)(蓝芩)蓝芩口服液,,7支/盒10毫升*（相当于原药材21.2克）（每支装10毫升）,扬子江药业集团有限公司,1.0,盒,49.8,49.8,
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2278977795,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,22.0,22.0,2027-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2278977795,苯磺酸左氨氯地平片,苯磺酸左氨氯地平片,2.5mg*28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,13.0,26.0,2026-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2294665781,胃苏颗粒,胃苏颗粒,15g×9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,23.0,23.0,2027-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2294665781,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,2.0,盒,31.0,62.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2294665781,胃苏颗粒（无糖型）,胃苏颗粒（无糖型）,5gx9袋,扬子江药业集团江苏制药股份有限公司,1.0,盒,21.0,21.0,2027-11-30
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2314237311,苯磺酸氨氯地平片（兰迪）,苯磺酸氨氯地平片（兰迪）,5mgx28s,扬子江药业集团上海海尼药业有限公司,1.0,盒,25.0,25.0,2026-08-31
2025-03-26,2025,3,区域1686919203,,连锁总部738998451,门店2314237311,苏黄止咳胶囊,苏黄止咳胶囊,0.45g*18粒,扬子江药业集团有限公司,1.0,盒,74.0,74.0,2026-04-30
